quote_id,product,kw,unit_price,qty,subtotal_price,gross_margin_rate,energy_grant_amount,grant_ratio_to_subtotal,competitor_count_available,avg_competitor_price,price_gap_avg_competitor_pct,estimated_gross_profit,is_anomaly,pricing_anomaly_score_0_100,anomaly_direction,anomaly_explanation,success,gross_margin_rate_pct,grant_ratio_to_subtotal_pct
Q-32195,H1,37.0,379080.0,1,379080.0,0.4678,222000,0.5856283634061412,1,360000.0,5.3,177333.624,0,5.12,Normal pricing pattern,No anomaly detected.,0,46.78,58.56
Q-32207,H1,37.0,274628.88,2,549257.76,0.2653999999999999,222000,0.4041818180229261,1,360000.0,-23.71,145773.00950399996,0,23.63,Normal pricing pattern,No anomaly detected.,1,26.54,40.42
Q-32208,I1,22.0,273780.0,1,273780.0,0.4103,132000,0.4821389436774052,1,240000.0,14.08,112331.934,0,0.26,Normal pricing pattern,No anomaly detected.,0,41.03,48.21
Q-32220,H1,37.0,361584.0,1,361584.0,0.442,222000,0.6139652196999867,1,360000.0,0.44,159820.12799999997,0,6.2,Normal pricing pattern,No anomaly detected.,0,44.2,61.4
Q-32231,N1,75.0,1044000.0,1,1044000.0,0.5709000000000001,375000,0.3591954022988505,2,830000.0,25.78,596019.6000000001,0,45.21,Normal pricing pattern,No anomaly detected.,0,57.09,35.92
Q-32236,W,11.0,159993.0,2,319986.0,0.0684999999999999,66000,0.2062590238322926,0,,,21919.041000000027,0,25.88,Normal pricing pattern,No anomaly detected.,1,6.85,20.63
Q-32237,A1,15.0,233280.0,1,233280.0,0.3124,90000,0.3858024691358024,1,170000.0,37.22,72876.67199999999,0,10.46,Normal pricing pattern,No anomaly detected.,0,31.24,38.58
Q-32238,I1,22.0,284552.0,1,284552.0,0.4061999999999999,132000,0.4638870926930754,1,240000.0,18.56,115585.02239999996,0,2.24,Normal pricing pattern,No anomaly detected.,1,40.62,46.39
Q-32242,H1,37.0,583200.0,1,583200.0,0.6541,222000,0.3806584362139917,1,360000.0,62.0,381471.12,0,12.18,Normal pricing pattern,No anomaly detected.,0,65.41,38.07
Q-32252,A1,15.0,364500.0,1,364500.0,0.5924,90000,0.2469135802469135,1,170000.0,114.41,215929.8,0,22.14,Normal pricing pattern,No anomaly detected.,0,59.24,24.69
Q-32252,I1,22.0,421200.0,1,421200.0,0.5924,132000,0.3133903133903133,1,240000.0,75.5,249518.88,0,8.89,Normal pricing pattern,No anomaly detected.,0,59.24,31.34
Q-32253,H1,37.0,290025.36,1,290025.36,0.3044,222000,0.7654503040699614,1,360000.0,-19.44,88283.719584,0,23.04,Normal pricing pattern,No anomaly detected.,1,30.44,76.55
Q-32256,I1,22.0,269568.0,1,269568.0,0.4011,132000,0.4896723646723647,1,240000.0,12.32,108123.7248,0,0.0,Normal pricing pattern,No anomaly detected.,0,40.11,48.97
Q-32270,H1,37.0,583200.0,1,583200.0,0.6545000000000001,222000,0.3806584362139917,1,360000.0,62.0,381704.4,0,12.24,Normal pricing pattern,No anomaly detected.,0,65.45,38.07
Q-32271,H1,37.0,583200.0,1,583200.0,0.6545000000000001,222000,0.3806584362139917,1,360000.0,62.0,381704.4,0,12.24,Normal pricing pattern,No anomaly detected.,0,65.45,38.07
Q-32275,I1,22.0,421200.0,1,421200.0,0.6167,132000,0.3133903133903133,1,240000.0,75.5,259754.04,0,8.56,Normal pricing pattern,No anomaly detected.,0,61.67,31.34
Q-32287,I1,22.0,269568.0,1,269568.0,0.4048,132000,0.4896723646723647,1,240000.0,12.32,109121.1264,0,0.0,Normal pricing pattern,No anomaly detected.,0,40.48,48.97
Q-32293,H1,37.0,583200.0,1,583200.0,0.6541,222000,0.3806584362139917,1,360000.0,62.0,381471.12,0,12.18,Normal pricing pattern,No anomaly detected.,0,65.41,38.07
Q-32307,H1,37.0,583200.0,1,583200.0,0.6541,222000,0.3806584362139917,1,360000.0,62.0,381471.12,0,12.18,Normal pricing pattern,No anomaly detected.,0,65.41,38.07
Q-32309,W,11.0,290000.0,1,290000.0,0.4982999999999999,66000,0.2275862068965517,0,,,144507.0,0,18.1,Normal pricing pattern,No anomaly detected.,0,49.83,22.76
Q-32312,A1,15.0,364500.0,1,364500.0,0.5599000000000001,90000,0.2469135802469135,1,170000.0,114.41,204083.55,0,21.19,Normal pricing pattern,No anomaly detected.,0,55.99,24.69
Q-32316,W,11.0,185600.0,1,185600.0,0.1971,66000,0.355603448275862,0,,,36581.76000000001,0,8.95,Normal pricing pattern,No anomaly detected.,0,19.71,35.56
Q-32322,I1,22.0,269568.0,1,269568.0,0.4011,132000,0.4896723646723647,1,240000.0,12.32,108123.7248,0,0.0,Normal pricing pattern,No anomaly detected.,0,40.11,48.97
Q-32323,W,11.0,185600.0,1,185600.0,0.1971,66000,0.355603448275862,0,,,36581.76000000001,0,8.95,Normal pricing pattern,No anomaly detected.,0,19.71,35.56
Q-32328,H1,37.0,290000.0,2,580000.0,0.2009,222000,0.3827586206896551,1,360000.0,-19.44,116522.0,0,27.81,Normal pricing pattern,No anomaly detected.,1,20.09,38.28
Q-32334,I1,22.0,261144.0,1,261144.0,0.3818,132000,0.5054682474037313,1,240000.0,8.81,99704.7792,0,1.16,Normal pricing pattern,No anomaly detected.,0,38.18,50.55
Q-32336,I1,22.0,280000.0,1,280000.0,0.3162999999999999,132000,0.4714285714285714,1,240000.0,16.67,88564.0,0,7.55,Normal pricing pattern,No anomaly detected.,1,31.63,47.14
Q-32351,Z,150.0,1400000.0,1,1400000.0,0.0149,720000,0.5142857142857142,0,,,20860.0,0,45.0,Normal pricing pattern,No anomaly detected.,1,1.49,51.43
Q-32353,N1,75.0,1044000.0,1,1044000.0,0.5728,375000,0.3591954022988505,2,830000.0,25.78,598003.2,0,45.07,Normal pricing pattern,No anomaly detected.,0,57.28,35.92
Q-32354,Q,7.5,260000.0,1,260000.0,0.4448,45000,0.173076923076923,1,130000.0,100.0,115648.0,0,24.08,Normal pricing pattern,No anomaly detected.,0,44.48,17.31
Q-32359,H1,37.0,379080.0,1,379080.0,0.4685,222000,0.5856283634061412,1,360000.0,5.3,177598.98,0,5.14,Normal pricing pattern,No anomaly detected.,0,46.85,58.56
Q-32365,N1,75.0,657720.0,1,657720.0,0.3189,375000,0.5701514322203978,2,830000.0,-20.76,209746.908,0,29.6,Normal pricing pattern,No anomaly detected.,0,31.89,57.02
Q-32376,N1,75.0,678600.0,1,678600.0,0.3428,375000,0.5526083112290009,2,830000.0,-18.24,232624.08,0,29.67,Normal pricing pattern,No anomaly detected.,0,34.28,55.26
Q-32379,H1,37.0,583200.0,1,583200.0,0.6541,222000,0.3806584362139917,1,360000.0,62.0,381471.12,0,12.18,Normal pricing pattern,No anomaly detected.,0,65.41,38.07
Q-32392,H1,37.0,355752.0,1,355752.0,0.4336,222000,0.6240302233016258,1,360000.0,-1.18,154254.0672,0,15.66,Normal pricing pattern,No anomaly detected.,0,43.36,62.4
Q-32393,O1,75.0,636840.0,1,636840.0,0.2783,375000,0.5888449218013944,2,830000.0,-23.27,177232.572,0,44.2,Normal pricing pattern,No anomaly detected.,0,27.83,58.88
Q-32395,N1,75.0,678600.0,1,678600.0,0.3428,375000,0.5526083112290009,2,830000.0,-18.24,232624.08,0,29.67,Normal pricing pattern,No anomaly detected.,0,34.28,55.26
Q-32397,I1,22.0,256932.0,1,256932.0,0.3717,132000,0.5137546121152679,1,240000.0,7.06,95501.6244,0,1.28,Normal pricing pattern,No anomaly detected.,0,37.17,51.38
Q-32408,H1,37.0,583200.0,1,583200.0,0.6541,222000,0.3806584362139917,1,360000.0,62.0,381471.12,0,12.18,Normal pricing pattern,No anomaly detected.,0,65.41,38.07
Q-32410,W,11.0,188500.0,1,188500.0,0.2094,66000,0.3501326259946949,0,,,39471.9,0,9.86,Normal pricing pattern,No anomaly detected.,0,20.94,35.01
Q-32426,I1,22.0,273780.0,1,273780.0,0.414,132000,0.4821389436774052,1,240000.0,14.08,113344.91999999998,0,0.43,Normal pricing pattern,No anomaly detected.,0,41.4,48.21
Q-32428,H1,37.0,583200.0,1,583200.0,0.6541,222000,0.3806584362139917,1,360000.0,62.0,381471.12,0,12.18,Normal pricing pattern,No anomaly detected.,0,65.41,38.07
Q-32446,N1,75.0,1044000.0,1,1044000.0,0.5709000000000001,375000,0.3591954022988505,2,830000.0,25.78,596019.6000000001,0,45.21,Normal pricing pattern,No anomaly detected.,0,57.09,35.92
Q-32471,I1,22.0,421200.0,1,421200.0,0.6167,132000,0.3133903133903133,1,240000.0,75.5,259754.04,0,8.56,Normal pricing pattern,No anomaly detected.,0,61.67,31.34
Q-32472,N1,75.0,647280.0,1,647280.0,0.308,375000,0.5793474230626622,2,830000.0,-22.01,199362.24000000005,0,30.36,Normal pricing pattern,No anomaly detected.,0,30.8,57.93
Q-32491,Q,7.5,260000.0,1,260000.0,0.4448,45000,0.173076923076923,1,130000.0,100.0,115648.0,0,24.08,Normal pricing pattern,No anomaly detected.,0,44.48,17.31
Q-32533,I1,22.0,269568.0,1,269568.0,0.4011,132000,0.4896723646723647,1,240000.0,12.32,108123.7248,0,0.0,Normal pricing pattern,No anomaly detected.,0,40.11,48.97
Q-32535,W,11.0,179800.0,1,179800.0,0.1712,66000,0.3670745272525028,0,,,30781.76000000001,0,9.5,Normal pricing pattern,No anomaly detected.,0,17.12,36.71
Q-32547,J1,55.0,938800.0,1,938800.0,0.515,181500,0.1933319130805283,1,620000.0,51.42,483482.0,0,41.41,Normal pricing pattern,No anomaly detected.,0,51.5,19.33
Q-32697,N1,75.0,506800.0,1,506800.0,0.2565,375000,0.7399368587213891,2,830000.0,-38.94,129994.19999999995,0,45.77,Normal pricing pattern,No anomaly detected.,1,25.65,73.99
Q-32713,W,11.0,179800.0,1,179800.0,0.1712,66000,0.3670745272525028,0,,,30781.76000000001,0,9.5,Normal pricing pattern,No anomaly detected.,0,17.12,36.71
Q-32726,I1,22.0,269568.0,1,269568.0,0.4048,132000,0.4896723646723647,1,240000.0,12.32,109121.1264,0,0.0,Normal pricing pattern,No anomaly detected.,0,40.48,48.97
Q-32728,W,11.0,176900.0,1,176900.0,0.1576,66000,0.3730921424533635,0,,,27879.44,0,10.25,Normal pricing pattern,No anomaly detected.,0,15.76,37.31
Q-32730,W,11.0,176900.0,1,176900.0,0.1775,66000,0.3730921424533635,0,,,31399.75,0,10.59,Normal pricing pattern,No anomaly detected.,0,17.75,37.31
Q-32735,Q,7.5,161200.0,1,161200.0,0.1043999999999999,45000,0.2791563275434243,1,130000.0,24.0,16829.28,0,16.03,Normal pricing pattern,No anomaly detected.,0,10.44,27.92
Q-32739,H1,37.0,370000.0,2,740000.0,0.486,222000,0.3,1,360000.0,2.78,359640.0,0,17.33,Normal pricing pattern,No anomaly detected.,1,48.6,30.0
Q-32816,W,11.0,176900.0,1,176900.0,0.1576,66000,0.3730921424533635,0,,,27879.44,0,10.25,Normal pricing pattern,No anomaly detected.,0,15.76,37.31
Q-32829,W,11.0,176900.0,1,176900.0,0.1576,66000,0.3730921424533635,0,,,27879.44,0,10.25,Normal pricing pattern,No anomaly detected.,0,15.76,37.31
Q-32831,W,11.0,176900.0,1,176900.0,0.1576,66000,0.3730921424533635,0,,,27879.44,0,10.25,Normal pricing pattern,No anomaly detected.,0,15.76,37.31
Q-32866,H1,37.0,379080.0,1,379080.0,0.4678,222000,0.5856283634061412,1,360000.0,5.3,177333.624,0,5.12,Normal pricing pattern,No anomaly detected.,0,46.78,58.56
Q-32873,I1,22.0,421200.0,1,421200.0,0.6167,132000,0.3133903133903133,1,240000.0,75.5,259754.04,0,8.56,Normal pricing pattern,No anomaly detected.,0,61.67,31.34
Q-32881,Q,7.5,158600.0,1,158600.0,0.0604,45000,0.2837326607818411,1,130000.0,22.0,9579.440000000002,0,16.23,Normal pricing pattern,No anomaly detected.,0,6.04,28.37
Q-32903,I1,22.0,421200.0,1,421200.0,0.6167,132000,0.3133903133903133,1,240000.0,75.5,259754.04,0,8.56,Normal pricing pattern,No anomaly detected.,0,61.67,31.34
Q-32904,I1,22.0,421200.0,1,421200.0,0.6167,132000,0.3133903133903133,1,240000.0,75.5,259754.04,0,8.56,Normal pricing pattern,No anomaly detected.,0,61.67,31.34
Q-32907,W,11.0,185600.0,1,185600.0,0.2161,66000,0.355603448275862,0,,,40108.16,0,10.37,Normal pricing pattern,No anomaly detected.,0,21.61,35.56
Q-32909,N1,75.0,540000.0,1,540000.0,0.1765,375000,0.6944444444444444,2,830000.0,-34.94,95310.0,0,45.75,Normal pricing pattern,No anomaly detected.,1,17.65,69.44
Q-32919,H1,37.0,361584.0,1,361584.0,0.442,222000,0.6139652196999867,1,360000.0,0.44,159820.12799999997,0,6.2,Normal pricing pattern,No anomaly detected.,1,44.2,61.4
Q-32943,H1,37.0,583200.0,1,583200.0,0.6545000000000001,222000,0.3806584362139917,1,360000.0,62.0,381704.4,0,12.24,Normal pricing pattern,No anomaly detected.,0,65.45,38.07
Q-32944,H1,37.0,583200.0,1,583200.0,0.6545000000000001,222000,0.3806584362139917,1,360000.0,62.0,381704.4,0,12.24,Normal pricing pattern,No anomaly detected.,0,65.45,38.07
Q-32946,I1,22.0,421200.0,1,421200.0,0.6191,132000,0.3133903133903133,1,240000.0,75.5,260764.92,0,8.31,Normal pricing pattern,No anomaly detected.,0,61.91,31.34
Q-32970,J1,55.0,610220.0,1,610220.0,0.2536,181500,0.297433712431582,1,620000.0,-1.58,154751.79200000002,0,45.74,Normal pricing pattern,No anomaly detected.,0,25.36,29.74
Q-32980,I1,22.0,256932.0,1,256932.0,0.3717,132000,0.5137546121152679,1,240000.0,7.06,95501.6244,0,1.28,Normal pricing pattern,No anomaly detected.,0,37.17,51.38
Q-32983,W,11.0,188500.0,1,188500.0,0.2094,66000,0.3501326259946949,0,,,39471.9,0,9.86,Normal pricing pattern,No anomaly detected.,0,20.94,35.01
Q-32984,A1,15.0,364500.0,1,364500.0,0.5599000000000001,90000,0.2469135802469135,1,170000.0,114.41,204083.55,0,21.19,Normal pricing pattern,No anomaly detected.,0,55.99,24.69
Q-33011,W,11.0,290000.0,1,290000.0,0.4982999999999999,66000,0.2275862068965517,0,,,144507.0,0,18.1,Normal pricing pattern,No anomaly detected.,0,49.83,22.76
Q-33017,I1,22.0,265356.0,1,265356.0,0.3915999999999999,132000,0.4974449418893863,1,240000.0,10.56,103913.40959999998,0,0.15,Normal pricing pattern,No anomaly detected.,0,39.16,49.74
Q-33027,H1,37.0,324349.0,1,324349.0,0.479,222000,0.684447924920379,1,360000.0,-9.9,155363.171,0,21.53,Normal pricing pattern,No anomaly detected.,1,47.9,68.44
Q-33034,W,11.0,188500.0,1,188500.0,0.2094,66000,0.3501326259946949,0,,,39471.9,0,9.86,Normal pricing pattern,No anomaly detected.,0,20.94,35.01
Q-33083,N1,75.0,1044000.0,1,1044000.0,0.5709000000000001,375000,0.3591954022988505,2,830000.0,25.78,596019.6000000001,0,45.21,Normal pricing pattern,No anomaly detected.,0,57.09,35.92
Q-33087,W,11.0,290000.0,1,290000.0,0.4982999999999999,66000,0.2275862068965517,0,,,144507.0,0,18.1,Normal pricing pattern,No anomaly detected.,0,49.83,22.76
Q-33094,W,11.0,176900.0,1,176900.0,0.1576,66000,0.3730921424533635,0,,,27879.44,0,10.25,Normal pricing pattern,No anomaly detected.,0,15.76,37.31
Q-33095,Y,150.0,1951300.0,1,1951300.0,0.2946,720000,0.3689847793778507,0,,,574852.98,0,44.1,Normal pricing pattern,No anomaly detected.,0,29.46,36.9
Q-33097,W,11.0,176900.0,1,176900.0,0.1576,66000,0.3730921424533635,0,,,27879.44,0,10.25,Normal pricing pattern,No anomaly detected.,0,15.76,37.31
Q-33127,N1,75.0,559000.0,2,1118000.0,0.2155999999999999,375000,0.3354203935599284,2,830000.0,-32.65,241040.80000000005,1,51.08,Unusual pricing pattern review,price is 32.7% below average competitor; low grant ratio (33.5%).,1,21.56,33.54
Q-33130,H1,37.0,367416.0,1,367416.0,0.426,222000,0.6042197400222091,1,360000.0,2.06,156519.216,0,5.98,Normal pricing pattern,No anomaly detected.,0,42.6,60.42
Q-33130,I1,22.0,265356.0,1,265356.0,0.426,132000,0.4974449418893863,1,240000.0,10.56,113041.656,0,0.72,Normal pricing pattern,No anomaly detected.,0,42.6,49.74
Q-33133,I1,22.0,209000.0,1,209000.0,0.3162999999999999,132000,0.631578947368421,1,240000.0,-12.92,66106.70000000001,0,20.35,Normal pricing pattern,No anomaly detected.,1,31.63,63.16
Q-33134,H1,37.0,292000.0,1,292000.0,0.3668,222000,0.7602739726027398,1,360000.0,-18.89,107105.6,0,22.51,Normal pricing pattern,No anomaly detected.,1,36.68,76.03
Q-33176,H1,37.0,583200.0,1,583200.0,0.6545000000000001,222000,0.3806584362139917,1,360000.0,62.0,381704.4,0,12.24,Normal pricing pattern,No anomaly detected.,0,65.45,38.07
Q-33178,H1,37.0,583200.0,1,583200.0,0.6545000000000001,222000,0.3806584362139917,1,360000.0,62.0,381704.4,0,12.24,Normal pricing pattern,No anomaly detected.,0,65.45,38.07
Q-33189,A1,15.0,364500.0,1,364500.0,0.5658,90000,0.2469135802469135,1,170000.0,114.41,206234.1,0,21.18,Normal pricing pattern,No anomaly detected.,0,56.58,24.69
Q-33202,A1,15.0,222345.0,1,222345.0,0.2786,90000,0.404776361060514,1,170000.0,30.79,61945.31699999998,0,11.67,Normal pricing pattern,No anomaly detected.,1,27.86,40.48
Q-33211,A1,15.0,233280.0,1,233280.0,0.3124,90000,0.3858024691358024,1,170000.0,37.22,72876.67199999999,0,10.46,Normal pricing pattern,No anomaly detected.,0,31.24,38.58
Q-33213,Q,7.5,161200.0,1,161200.0,0.0755,45000,0.2791563275434243,1,130000.0,24.0,12170.600000000006,0,15.6,Normal pricing pattern,No anomaly detected.,0,7.55,27.92
Q-33260,I1,22.0,421200.0,1,421200.0,0.6191,132000,0.3133903133903133,1,240000.0,75.5,260764.92,0,8.31,Normal pricing pattern,No anomaly detected.,0,61.91,31.34
Q-33267,W,11.0,290000.0,1,290000.0,0.4982999999999999,66000,0.2275862068965517,0,,,144507.0,0,18.1,Normal pricing pattern,No anomaly detected.,0,49.83,22.76
Q-33274,H1,37.0,583200.0,1,583200.0,0.6541,222000,0.3806584362139917,1,360000.0,62.0,381471.12,0,12.18,Normal pricing pattern,No anomaly detected.,0,65.41,38.07
Q-33298,A1,15.0,233280.0,1,233280.0,0.5658,90000,0.3858024691358024,1,170000.0,37.22,131989.824,0,13.18,Normal pricing pattern,No anomaly detected.,0,56.58,38.58
Q-33308,I1,22.0,273780.0,1,273780.0,0.4103,132000,0.4821389436774052,1,240000.0,14.08,112331.934,0,0.26,Normal pricing pattern,No anomaly detected.,0,41.03,48.21
Q-33328,W,11.0,188500.0,1,188500.0,0.2094,66000,0.3501326259946949,0,,,39471.9,0,9.86,Normal pricing pattern,No anomaly detected.,0,20.94,35.01
Q-33335,H1,37.0,300056.4,1,300056.4,0.3276,222000,0.7398609061496438,1,360000.0,-16.65,98298.47664,0,21.7,Normal pricing pattern,No anomaly detected.,1,32.76,73.99
Q-33349,Q,7.5,260000.0,1,260000.0,0.4448,45000,0.173076923076923,1,130000.0,100.0,115648.0,0,24.08,Normal pricing pattern,No anomaly detected.,0,44.48,17.31
Q-33350,I1,22.0,256932.0,1,256932.0,0.3717,132000,0.5137546121152679,1,240000.0,7.06,95501.6244,0,1.28,Normal pricing pattern,No anomaly detected.,0,37.17,51.38
Q-33354,H1,37.0,208000.0,1,208000.0,0.0638,222000,1.0673076923076923,1,360000.0,-42.22,13270.399999999994,0,37.92,Normal pricing pattern,No anomaly detected.,1,6.38,106.73
Q-33357,N1,75.0,1044000.0,1,1044000.0,0.5728,375000,0.3591954022988505,2,830000.0,25.78,598003.2,0,45.07,Normal pricing pattern,No anomaly detected.,0,57.28,35.92
Q-33365,H1,37.0,340100.0,1,340100.0,0.3621999999999999,222000,0.6527491914142899,1,360000.0,-5.53,123184.22,0,18.51,Normal pricing pattern,No anomaly detected.,1,36.22,65.27
Q-33367,I1,22.0,294840.0,1,294840.0,0.4525,132000,0.4477004477004477,1,240000.0,22.85,133415.1,0,4.15,Normal pricing pattern,No anomaly detected.,0,45.25,44.77
Q-33369,A1,15.0,229635.0,1,229635.0,0.3015,90000,0.3919263178522438,1,170000.0,35.08,69234.95249999998,0,10.8,Normal pricing pattern,No anomaly detected.,0,30.15,39.19
Q-33389,I1,22.0,273780.0,1,273780.0,0.4103,132000,0.4821389436774052,1,240000.0,14.08,112331.934,0,0.26,Normal pricing pattern,No anomaly detected.,0,41.03,48.21
Q-33395,N1,75.0,1044000.0,1,1044000.0,0.5709000000000001,375000,0.3591954022988505,2,830000.0,25.78,596019.6000000001,0,45.21,Normal pricing pattern,No anomaly detected.,0,57.09,35.92
Q-33398,I1,22.0,273780.0,1,273780.0,0.4103,132000,0.4821389436774052,1,240000.0,14.08,112331.934,0,0.26,Normal pricing pattern,No anomaly detected.,0,41.03,48.21
Q-33406,H1,37.0,300056.4,1,300056.4,0.3276,222000,0.7398609061496438,1,360000.0,-16.65,98298.47664,0,21.7,Normal pricing pattern,No anomaly detected.,1,32.76,73.99
Q-33407,H1,37.0,300056.4,1,300056.4,0.3276,222000,0.7398609061496438,1,360000.0,-16.65,98298.47664,0,21.7,Normal pricing pattern,No anomaly detected.,1,32.76,73.99
Q-33414,N1,75.0,678600.0,1,678600.0,0.3399,375000,0.5526083112290009,2,830000.0,-18.24,230656.14000000007,0,29.67,Normal pricing pattern,No anomaly detected.,0,33.99,55.26
Q-33422,I1,22.0,256932.0,1,256932.0,0.3717,132000,0.5137546121152679,1,240000.0,7.06,95501.6244,0,1.28,Normal pricing pattern,No anomaly detected.,0,37.17,51.38
Q-33425,I1,22.0,421200.0,1,421200.0,0.6167,132000,0.3133903133903133,1,240000.0,75.5,259754.04,0,8.56,Normal pricing pattern,No anomaly detected.,0,61.67,31.34
Q-33426,W,11.0,182700.0,1,182700.0,0.1843,66000,0.361247947454844,0,,,33671.610000000015,0,9.87,Normal pricing pattern,No anomaly detected.,0,18.43,36.12
Q-33440,A1,15.0,222345.0,1,222345.0,0.5658,90000,0.404776361060514,1,170000.0,30.79,125802.801,0,13.86,Normal pricing pattern,No anomaly detected.,0,56.58,40.48
Q-33445,Q,7.5,161200.0,1,161200.0,0.0755,45000,0.2791563275434243,1,130000.0,24.0,12170.600000000006,0,15.6,Normal pricing pattern,No anomaly detected.,0,7.55,27.92
Q-33453,W,11.0,185600.0,1,185600.0,0.2161,66000,0.355603448275862,0,,,40108.16,0,10.37,Normal pricing pattern,No anomaly detected.,0,21.61,35.56
Q-33454,N1,75.0,1044000.0,1,1044000.0,0.5709000000000001,375000,0.3591954022988505,2,830000.0,25.78,596019.6000000001,0,45.21,Normal pricing pattern,No anomaly detected.,0,57.09,35.92
Q-33465,H1,37.0,361584.0,1,361584.0,0.442,222000,0.6139652196999867,1,360000.0,0.44,159820.12799999997,0,6.2,Normal pricing pattern,No anomaly detected.,1,44.2,61.4
Q-33474,W,11.0,188500.0,1,188500.0,0.2094,66000,0.3501326259946949,0,,,39471.9,0,9.86,Normal pricing pattern,No anomaly detected.,0,20.94,35.01
Q-33495,H1,37.0,583200.0,1,583200.0,0.5695,222000,0.3806584362139917,1,360000.0,62.0,332132.4,0,17.64,Normal pricing pattern,No anomaly detected.,0,56.95,38.07
Q-33508,I1,22.0,265356.0,1,265356.0,0.3915999999999999,132000,0.4974449418893863,1,240000.0,10.56,103913.40959999998,0,0.15,Normal pricing pattern,No anomaly detected.,0,39.16,49.74
Q-33509,H1,37.0,373248.0,1,373248.0,0.4595,222000,0.5947788065843621,1,360000.0,3.68,171507.456,0,4.77,Normal pricing pattern,No anomaly detected.,0,45.95,59.48
Q-33516,W,11.0,176900.0,1,176900.0,0.1775,66000,0.3730921424533635,0,,,31399.75,0,10.59,Normal pricing pattern,No anomaly detected.,0,17.75,37.31
Q-33530,A1,15.0,364500.0,1,364500.0,0.5599000000000001,90000,0.2469135802469135,1,170000.0,114.41,204083.55,0,21.19,Normal pricing pattern,No anomaly detected.,0,55.99,24.69
Q-33544,I1,22.0,222860.0,1,222860.0,0.3776,132000,0.5923000987166831,1,240000.0,-7.14,84151.93599999999,0,19.19,Normal pricing pattern,No anomaly detected.,1,37.76,59.23
Q-33545,H1,37.0,323300.0,2,646600.0,0.348,222000,0.3433343643674605,1,360000.0,-10.19,225016.8,0,24.61,Normal pricing pattern,No anomaly detected.,1,34.8,34.33
Q-33580,W,11.0,176900.0,1,176900.0,0.1576,66000,0.3730921424533635,0,,,27879.44,0,10.25,Normal pricing pattern,No anomaly detected.,0,15.76,37.31
Q-33586,N1,75.0,483620.0,1,483620.0,0.3438,375000,0.775402175261569,2,830000.0,-41.73,166268.55600000004,0,46.06,Normal pricing pattern,No anomaly detected.,1,34.38,77.54
Q-33599,M,75.0,1002000.0,1,1002000.0,0.4745,322500,0.3218562874251497,0,,,475449.0,0,25.83,Normal pricing pattern,No anomaly detected.,0,47.45,32.19
Q-33606,I1,22.0,269568.0,1,269568.0,0.4011,132000,0.4896723646723647,1,240000.0,12.32,108123.7248,0,0.0,Normal pricing pattern,No anomaly detected.,0,40.11,48.97
Q-33607,N1,75.0,636840.0,1,636840.0,0.2966,375000,0.5888449218013944,2,830000.0,-23.27,188886.744,0,32.51,Normal pricing pattern,No anomaly detected.,0,29.66,58.88
Q-33614,W,11.0,188500.0,1,188500.0,0.2094,66000,0.3501326259946949,0,,,39471.9,0,9.86,Normal pricing pattern,No anomaly detected.,0,20.94,35.01
Q-33619,H1,37.0,379080.0,1,379080.0,0.4678,222000,0.5856283634061412,1,360000.0,5.3,177333.624,0,5.12,Normal pricing pattern,No anomaly detected.,0,46.78,58.56
Q-33627,H1,37.0,355752.0,1,355752.0,0.3839,222000,0.6240302233016258,1,360000.0,-1.18,136573.19280000002,0,16.42,Normal pricing pattern,No anomaly detected.,1,38.39,62.4
Q-33734,I1,22.0,421200.0,1,421200.0,0.6191,132000,0.3133903133903133,1,240000.0,75.5,260764.92,0,8.31,Normal pricing pattern,No anomaly detected.,0,61.91,31.34
Q-33745,I1,22.0,421200.0,1,421200.0,0.6191,132000,0.3133903133903133,1,240000.0,75.5,260764.92,0,8.31,Normal pricing pattern,No anomaly detected.,0,61.91,31.34
Q-33753,H1,37.0,373248.0,1,373248.0,0.6545000000000001,222000,0.5947788065843621,1,360000.0,3.68,244290.81600000005,0,9.67,Normal pricing pattern,No anomaly detected.,0,65.45,59.48
Q-33760,H1,37.0,361584.0,1,361584.0,0.442,222000,0.6139652196999867,1,360000.0,0.44,159820.12799999997,0,6.2,Normal pricing pattern,No anomaly detected.,0,44.2,61.4
Q-33764,H1,37.0,361584.0,1,361584.0,0.442,222000,0.6139652196999867,1,360000.0,0.44,159820.12799999997,0,6.2,Normal pricing pattern,No anomaly detected.,0,44.2,61.4
Q-33794,I1,22.0,273780.0,1,273780.0,0.4103,132000,0.4821389436774052,1,240000.0,14.08,112331.934,0,0.26,Normal pricing pattern,No anomaly detected.,0,41.03,48.21
Q-33801,H1,37.0,379080.0,1,379080.0,0.4678,222000,0.5856283634061412,1,360000.0,5.3,177333.624,0,5.12,Normal pricing pattern,No anomaly detected.,0,46.78,58.56
Q-33804,H1,37.0,379080.0,1,379080.0,0.4678,222000,0.5856283634061412,1,360000.0,5.3,177333.624,0,5.12,Normal pricing pattern,No anomaly detected.,0,46.78,58.56
Q-33806,H1,37.0,583200.0,1,583200.0,0.6545000000000001,222000,0.3806584362139917,1,360000.0,62.0,381704.4,0,12.24,Normal pricing pattern,No anomaly detected.,0,65.45,38.07
Q-33810,I1,22.0,269568.0,1,269568.0,0.4011,132000,0.4896723646723647,1,240000.0,12.32,108123.7248,0,0.0,Normal pricing pattern,No anomaly detected.,0,40.11,48.97
